"","x","y","median_weekly_rent","approximate_date","poa_code"
"1",0,152.277959183673,304.555918367347,2005-08-01,"3172"
"2",1.4109156695213,152.206734693878,304.413469387755,2005-08-10,"3172"
"3",6.2483408221656,154.842040816327,309.684081632653,2005-08-20,"3172"
"4",7.6592564916869,155.340612244898,310.681224489796,2005-08-30,"3172"
"5",12.295122262971,155.554285714286,311.108571428571,2005-09-09,"3172"
"6",13.697639624936,155.696734693878,311.393469387755,2005-09-19,"3172"
"7",15.108555294457,154.129795918367,308.259591836735,2005-09-29,"3172"
"8",16.519470963978,154.984489795918,309.968979591837,2005-10-09,"3172"
"9",18.53506477758,156.052857142857,312.105714285714,2005-10-19,"3172"
"10",19.945980447101,156.551428571429,313.102857142857,2005-10-28,"3172"
"11",21.356896116623,156.052857142857,312.105714285714,2005-11-07,"3172"
"12",22.767811786144,155.269387755102,310.538775510204,2005-11-17,"3172"
"13",24.581846218385,154.058571428571,308.117142857143,2005-11-27,"3172"
"14",25.992761887907,160.041428571429,320.082857142857,2005-12-07,"3172"
"15",27.403677557428,160.54,321.08,2005-12-17,"3172"
"16",28.814593226949,159.186734693878,318.373469387755,2005-12-27,"3172"
"17",30.830187040551,158.474489795918,316.948979591837,2006-01-06,"3172"
"18",32.241102710072,156.266530612245,312.53306122449,2006-01-15,"3172"
"19",33.652018379594,153.56,307.12,2006-01-25,"3172"
"20",35.062934049115,151.352040816327,302.704081632653,2006-02-04,"3172"
"21",37.078527862717,155.12693877551,310.25387755102,2006-02-14,"3172"
"22",38.489443532238,153.844897959184,307.689795918367,2006-02-24,"3172"
"23",39.900359201759,153.631224489796,307.262448979592,2006-03-06,"3172"
"24",41.311274871281,158.189591836735,316.379183673469,2006-03-16,"3172"
"25",42.722190540802,160.468775510204,320.937551020408,2006-03-26,"3172"
"26",44.133106210323,159.898979591837,319.797959183673,2006-04-04,"3172"
"27",45.544021879844,157.833469387755,315.66693877551,2006-04-14,"3172"
"28",46.954937549366,157.619795918367,315.239591836735,2006-04-24,"3172"
"29",48.970531362967,157.904693877551,315.809387755102,2006-05-04,"3172"
"30",50.389845340045,159.685306122449,319.370612244898,2006-05-14,"3172"
"31",51.800761009567,159.400408163265,318.800816326531,2006-05-24,"3172"
"32",53.211676679088,150.995918367347,301.991836734694,2006-06-03,"3172"
"33",55.02571111133,151.494489795918,302.988979591837,2006-06-13,"3172"
"34",56.436626780851,154.343469387755,308.68693877551,2006-06-22,"3172"
"35",57.847542450372,148.50306122449,297.00612244898,2006-07-02,"3172"
"36",59.258458119893,147.149795918367,294.299591836735,2006-07-12,"3172"
"37",61.274051933495,151.565714285714,303.131428571429,2006-07-22,"3172"
"38",62.684967603017,154.414693877551,308.829387755102,2006-08-01,"3172"
"39",64.095883272538,156.408979591837,312.817959183673,2006-08-11,"3172"
"40",65.506798942059,157.40612244898,314.812244897959,2006-08-21,"3172"
"41",67.320833374301,158.189591836735,316.379183673469,2006-08-31,"3172"
"42",68.731749043822,159.400408163265,318.800816326531,2006-09-10,"3172"
"43",70.142664713343,163.104081632653,326.208163265306,2006-09-19,"3172"
"44",71.553580382865,162.391836734694,324.783673469388,2006-09-29,"3172"
"45",73.569174196466,160.753673469388,321.507346938776,2006-10-09,"3172"
"46",74.980089865988,159.898979591837,319.797959183673,2006-10-19,"3172"
