"","x","y","median_weekly_rent","approximate_date","poa_code"
"1",0,191.95,328.728813559322,2009-08-01,"3614"
"2",1.970567693495,191.95,328.728813559322,2009-08-23,"3614"
"3",11.82340616097,191.95,328.728813559322,2009-09-15,"3614"
"4",13.356069922577,145.416666666667,250.718390804598,2009-10-08,"3614"
"5",35.041437549604,122.15,210.603448275862,2009-10-30,"3614"
"6",36.574101311211,127.966666666667,220.632183908046,2009-11-22,"3614"
"7",38.106765072818,122.15,210.603448275862,2009-12-15,"3614"
"8",39.639428834425,119.241666666667,205.58908045977,2010-01-07,"3614"
"9",41.828948493864,117.745952380952,203.01026272578,2010-01-29,"3614"
"10",43.361612255471,116.998095238095,201.720853858785,2010-02-21,"3614"
"11",44.894276017079,116.665714285714,201.147783251232,2010-03-16,"3614"
"12",46.426939778686,116.499523809524,200.861247947455,2010-04-08,"3614"
"13",48.397507472181,116.416428571429,200.717980295567,2010-04-30,"3614"
"14",93.273537492097,116.333333333333,200.574712643678,2010-05-23,"3614"
"15",136.63514974757,122.15,210.603448275862,2010-06-15,"3614"
"16",138.16781350918,125.058333333333,215.617816091954,2010-07-07,"3614"
"17",139.70047727078,125.058333333333,215.617816091954,2010-07-30,"3614"
"18",141.88999693022,125.058333333333,215.617816091954,2010-08-22,"3614"
"19",173.19100506162,120.654285714286,208.024630541872,2010-09-14,"3614"
"20",175.38052472106,118.49380952381,204.299671592775,2010-10-06,"3614"
"21",176.91318848266,117.413571428571,202.437192118227,2010-10-29,"3614"
"22",195.09532465459,116.831904761905,201.434318555008,2010-11-21,"3614"
"23",196.62798841619,116.582619047619,201.004515599343,2010-12-14,"3614"
"24",198.1606521778,116.416428571429,200.717980295567,2011-01-05,"3614"
"25",199.69331593941,116.333333333333,200.574712643678,2011-01-28,"3614"
"26",201.88283559885,116.333333333333,200.574712643678,2011-02-20,"3614"
"27",203.41549936046,116.333333333333,200.574712643678,2011-03-14,"3614"
"28",204.94816312206,116.333333333333,200.574712643678,2011-04-06,"3614"
"29",206.48082688367,116.333333333333,200.574712643678,2011-04-29,"3614"
"30",211.51672210038,120.654285714286,208.024630541872,2011-05-22,"3614"
"31",213.04938586199,122.814761904762,211.749589490969,2011-06-13,"3614"
"32",215.23890552143,123.895,213.612068965517,2011-07-06,"3614"
"33",251.79476083547,124.476666666667,214.614942528736,2011-07-29,"3614"
"34",253.32742459708,124.725952380952,215.044745484401,2011-08-21,"3614"
"35",255.51694425652,124.892142857143,215.331280788177,2011-09-12,"3614"
"36",271.50956076901,126.387857142857,217.910098522167,2011-10-05,"3614"
"37",273.04222453061,127.135714285714,219.199507389163,2011-10-28,"3614"
"38",275.01279222411,127.55119047619,219.915845648604,2011-11-19,"3614"
"39",276.54545598572,129.213095238095,222.781198686371,2011-12-12,"3614"
"40",278.07811974732,130.044047619048,224.213875205255,2012-01-04,"3614"
"41",279.61078350893,130.459523809524,224.930213464696,2012-01-27,"3614"
"42",296.68903685255,129.213095238095,222.781198686371,2012-02-18,"3614"
"43",298.22170061416,128.548333333333,221.635057471264,2012-03-12,"3614"
"44",299.75436437577,128.215952380952,221.061986863711,2012-04-04,"3614"
"45",301.94388403521,128.049761904762,220.775451559934,2012-04-27,"3614"
"46",303.47654779681,127.966666666667,220.632183908046,2012-05-19,"3614"
"47",305.00921155842,127.966666666667,220.632183908046,2012-06-11,"3614"
"48",306.54187532003,127.966666666667,220.632183908046,2012-07-04,"3614"
"49",308.51244301352,127.966666666667,220.632183908046,2012-07-26,"3614"
"50",310.03598377655,127.966666666667,220.632183908046,2012-08-18,"3614"
"51",311.56864753816,127.966666666667,220.632183908046,2012-09-10,"3614"
"52",313.10131129976,127.966666666667,220.632183908046,2012-10-03,"3614"
"53",324.92471746073,136.691666666667,235.675287356322,2012-10-25,"3614"
"54",326.45738122234,141.012619047619,243.125205254516,2012-11-17,"3614"
"55",331.71222840499,135.94380952381,234.385878489327,2012-12-10,"3614"
